Sentence #,Word,POS,Tag
345,khuyến_cáo,N,O
345,nâng,V,O
345,cảnh_giác,N,O
345,cung,N,O
345,thông_tín,V,O
345,lạ_điện_thoại,N,O
345,hiện_tượng,V,O
345,đề_nghị,N,O
345,trình_báo,V,O
345,quan_công_xử_lý,N,O
345,thông_báo,V,O
345,điện_thoại,N,B-OBJ
345,trực_hình,V,O
345,cục,Nc,O
345,cảnh_sát hình,N,O
345,hướng_dẫn,N,B-OBJ
345,kịp_thời,M,B-OBJ
346,hàng,N,B-OBJ
346,lẽ,N,O
346,đẹp,A,O
346,xịn,A,O
347,hàng,N,B-OBJ
347,đóng_gói,N,B-OBJ
347,tem_mới,N,O
347,lazada,N,B-ORG
347,tốt,A,O
348,máy,N,O
348,đẹp,A,O
348,chất_lượng,A,B-ADJ
348,đóng_gói,N,B-OBJ
348,kỹ,A,O
349,hôm,N,O
349,hôm,N,O
349,tuyệt,A,B-ADJ
349,đẹp,A,O
350,giao_hàng,N,B-OBJ
350,nhanh_chóng,V,O
350,đóng_gói,N,B-OBJ
350,cẩn_thận,V,O
350,hàng,N,B-OBJ
350,đúng,A,O
350,mô_tả,N,O
350,hàng,N,B-OBJ
350,đẹp_tục,M,B-OBJ
351,dự_kiến,N,O
351,tuyệt,A,B-ADJ
352,đth,N,O
352,đẹp,A,O
352,mượt,A,B-ADJ
352,chê,A,B-ADJ
353,chất_lượng,A,B-ADJ
353,oki,M,O
354,kb,N,O
354,nhẹ,A,O
354,cầm,V,O
354,tay,N,O
355,chất_liệuhẹn,M,O
356,hàng_chính_hãng,N,B-OBJ
356,giao,N,B-OBJ
356,nhanh,A,B-ADJ
356,lẹ,M,O
357,chất_lượng,A,B-ADJ
357,hàng,N,B-OBJ
357,tốt,A,O
358,sản_phẩm,N,B-OBJ
358,ukiela,V,O
358,đợi_xíu,N,O
358,mong,V,O
358,ủng_hộ,N,O
358,lazada,N,B-ORG
359,chất_liệuhành,N,O
359,tốt,A,O
360,tốt,A,O
361,máy,N,O
361,chuẩn,V,O
361,hàng,N,B-OBJ
361,đóng_gói,N,B-OBJ
361,bao_bì,N,O
361,hài_lòng,V,O
361,chất_lượng_sản_phẩm,N,O
361,chuyên_nghiệp,V,O
361,giao_hàng,N,B-OBJ
361,chúc_lazada,V,O
361,phát_triển,N,O
361,bền_vững,V,O
361,ưu_đãi,N,O
361,khuyến_mãi,V,O
361,hàng,N,B-OBJ
362,iphone,N,B-OBJ
362,lazada,N,B-ORG
362,hoàn_yên,N,O
362,chất_lượng,A,B-ADJ
363,sướng,A,O
363,giao,N,B-OBJ
363,nhanh,A,B-ADJ
363,tuyệt_vời,M,O
364,đóng_gói,N,B-OBJ
364,cẩn_thận,V,O
364,giao_hàng,N,B-OBJ
364,nhanh,A,B-ADJ
364,chuẩn,A,O
364,hàng,N,B-OBJ
364,iphone,N,B-OBJ
364,lazada_tục,N,O
364,ủng_hộ,M,B-OBJ
365,máy,N,O
365,giao,N,B-OBJ
365,nhanh,A,B-ADJ
365,chất_lượng,A,B-ADJ
365,tốt,A,O
365,hàng_chính_hãng_nguyên,N,O
365,tem_mới,V,O
365,dịch,V,O
365,giao_hàng,N,B-OBJ
365,hỏa_tốc_nhiên_dụng mã,V,O
365,giá,N,B-OBJ
366,giao_hàng,N,B-OBJ
366,trễ,N,O
366,hẹn,V,O
366,giao,N,B-OBJ
366,đợi,V,O
366,giao,N,B-OBJ
366,báo,V,O
366,hàng,N,B-OBJ
366,hẹn,V,O
366,đợi,V,O
366,giao,N,B-OBJ
367,cảm_mắn,V,O
367,hàng,N,B-OBJ
367,công_iphone,V,O
367,natural,N,O
367,titanium,N,O
367,lazada,N,B-ORG
367,giao_hàng,N,B-OBJ
367,thiết_kế,N,B-OBJ
367,máy,N,O
367,máy,N,O
367,siêu,Z,O
367,đẹp,A,O
367,máy,N,O
367,nhẹ,A,O
367,cầm,V,O
367,tay,N,O
367,vote,N,B-OBJ
367,iphone,N,B-OBJ
368,giao_hàng,N,B-OBJ
368,chậm,A,O
368,sản_phẩm,N,B-OBJ
368,tốt,A,O
368,cầm,V,O
368,tay,N,O
368,iphone,N,B-OBJ
369,lụm,V,O
369,nhanh,A,B-ADJ
369,gọn,A,O
369,lẹ,V,O
369,hàng,N,B-OBJ
369,thơm,A,O
369,giao,N,B-OBJ
369,siêi_tốc,N,O
369,mặc,V,O
370,tuyệt_vời,N,O
370,chất_lượng,A,B-ADJ
370,giao_hàng,N,B-OBJ
370,tốt_đẹp,N,B-OBJ
370,lazada,N,B-ORG
371,tuyệt_vời,N,O
371,tuyệt_vời,V,O
371,tuyệt_vời,N,O
371,nhanh_chóng,N,O
371,đẹp,A,O
371,xịn,A,O
371,mịn,N,O
371,lazada,N,B-ORG
372,giao_hàng,N,B-OBJ
372,siêu,Z,O
372,nhanh,A,B-ADJ
372,unbox,N,O
372,iphone,N,B-OBJ
372,đóng_gói,N,B-OBJ
372,chắn,V,O
372,tem,N,B-OBJ
372,niêm_phong,N,B-OBJ
372,tuyệt,A,B-ADJ
373,giao_hàng,N,B-OBJ
373,nhanh,A,B-ADJ
373,nhiệt_tình,N,O
373,đóng_gói,N,B-OBJ
373,cẩn_thận,N,O
373,bàn,N,O
374,chất_liệutốt,N,O
374,tốt,A,O
374,giá,N,B-OBJ
374,tốt,A,O
374,giá,N,B-OBJ
375,công,N,O
375,iphone,N,B-OBJ
375,xịn,A,O
375,ghê,V,O
375,hãng,N,B-OBJ
375,giao,N,B-OBJ
375,đúng,A,O
375,mã,N,O
375,ngon_lành,N,O
375,màn_hình,N,B-OBJ
375,mượt_chip,N,O
375,chạy,V,O
375,êm_trang,N,O
375,ios_tiện,V,O
375,kỳ,N,O
376,giao,N,B-OBJ
376,nhanh,A,B-ADJ
376,gửi,V,O
376,đvvc,M,O
377,titan_nhiên,N,O
377,trắng,A,O
377,buồn,A,B-ADJ
377,sầu_chán,N,O
377,dở_ẹc,M,B-OBJ
378,tốt,A,O
379,hàng,N,B-OBJ
379,đúng,A,O
379,tuyệt,A,B-ADJ
380,giao_hàng,N,B-OBJ
380,nhanh,A,B-ADJ
380,uy_tín,A,B-ADJ
381,giao_hàng,N,B-OBJ
381,giao_vận,M,O
382,tốt,A,O
382,hàng_chính_hãng,N,B-OBJ
382,yên_tem,N,O
382,niêm_phong,N,B-OBJ
382,lazada,N,B-ORG
383,máy,N,O
383,đẹp,A,O
383,xịn,A,O
384,hàng_chính_hãng,N,B-OBJ
384,đóng_gói,N,B-OBJ
384,cẩn_thận,N,O
384,iphone,N,B-OBJ
384,xịn,A,O
385,giao_hàng,N,B-OBJ
385,nhanh_chóng,V,O
385,iphone,N,B-OBJ
385,pem,N,O
385,đẹp,A,O
385,sản_phẩm,N,B-OBJ
386,tính_năng,N,B-OBJ
386,tốt,A,O
386,chất_lượng,A,B-ADJ
386,tốt,A,O
386,chất_liệutốt,M,O
387,tốt,A,O
388,ship,N,O
388,chút,L,O
389,dịch,V,O
389,hàng,N,B-OBJ
389,giao_hàng,N,B-OBJ
389,nhanh_chóng,N,O
389,tín_cậy,V,O
389,chip_mẽ,N,O
389,da_nhiệm,A,O
389,mượt,A,B-ADJ
390,tính_năng,N,B-OBJ
390,tốt,A,O
391,giao_hàng,N,B-OBJ
391,nhanh_chóng,V,O
391,tín_cậy,N,O
391,giao_hàng,N,B-OBJ
391,nhanh_chóng,N,O
391,tín_cậy,M,B-OBJ
392,tuyệt_zời,M,O
393,hiển_thị,N,O
393,sống_động,V,O
393,chất_lượng,A,B-ADJ
393,camera,N,B-OBJ
393,ấn_tượng,A,B-ADJ
393,dịch,V,O
393,hàng,N,B-OBJ
393,thiết_kế_trọng,N,B-OBJ
393,hiện_đại,M,B-OBJ
394,tốt,A,O
394,chất_lượng,A,B-ADJ
394,giao,N,B-OBJ
394,nhanh,A,B-ADJ
395,lượng,N,O
395,lưu_trữ,N,O
395,ấn_tượng,A,B-ADJ
395,dịch,V,O
395,hàng,N,B-OBJ
395,chất_lượng,A,B-ADJ
395,camera,N,B-OBJ
395,ấn_tượng,A,B-ADJ
395,chip_mẽ,N,O
395,da_nhiệm,A,O
395,mượt,A,B-ADJ
396,sản_phẩm,N,B-OBJ
396,tốt,A,O
397,tính_năng,N,B-OBJ
397,oki,M,O
398,chất_lượng,A,B-ADJ
398,đóng_gói,N,B-OBJ
398,tốt,A,O
398,lazada,N,B-ORG
398,giao,N,B-OBJ
398,nhanh,A,B-ADJ
398,tuyệt,A,B-ADJ
399,chất_lượng,A,B-ADJ
399,tuyệt,A,B-ADJ
400,hiển_thị,N,O
400,sống_động,V,O
400,giao_hàng,N,B-OBJ
400,nhanh_chóng,V,O
400,tín_cậy,N,O
400,hệ_hành,V,O
400,ios_tiện,N,O
400,lợi_dụng,M,B-OBJ
401,hiệu_năng,N,B-OBJ
401,mượt,A,B-ADJ
401,nhanh_chóng,N,O
401,hệ_hành,V,O
401,ios_tiện,N,O
401,lợi_dụng,V,O
401,hiệu_năng,N,B-OBJ
401,mượt,A,B-ADJ
401,nhanh_chóng,N,O
401,thiết_kế_trọng,V,O
401,hiện_đại_dụng,N,O
401,chất_liệu,M,B-OBJ
402,giao_hàng,N,B-OBJ
402,nhanh_chóng,V,O
402,tín_cậy,N,O
402,thiết_kế_trọng,N,B-OBJ
402,hiện_đại,M,B-OBJ
403,hàng,N,B-OBJ
403,chất,N,O
403,bao_bì,N,O
403,đóng_gói,N,B-OBJ
403,giao_hàng,N,B-OBJ
403,nhiệt_tình_xứng,V,O
403,tuyệt cám_ơn,N,O
403,lazada,N,B-ORG
404,thời_lượng,N,O
404,pin,N,B-OBJ
404,thiết_kế_trọng,N,O
404,hiện_đại_dịch,V,O
404,hàng,N,B-OBJ
404,hệ_hành,V,O
404,ios_tiện,N,O
404,lợi_dụng,M,B-OBJ
405,thiết_kế_trọng,N,O
405,hiện,N,O
405,đạihiệu_năng,A,O
405,mượt,A,B-ADJ
405,nhanh_chóng,M,O
406,giao_hàng,N,B-OBJ
406,nhanh_chóng,V,O
406,tín_cậy,N,O
406,thiết_kế_trọng,V,O
406,hiện_đại,N,O
406,hệ_hành,V,O
406,ios_tiện,N,O
406,lợi_dụng,M,B-OBJ
407,chất_lượng,A,B-ADJ
407,camera,N,B-OBJ
407,ấn_tượng,A,B-ADJ
407,thời_lượng,V,O
407,pin,N,B-OBJ
407,hệ_hành,V,O
407,ios_tiện,N,O
407,lợi_dụng,V,O
407,chip_mẽ,N,O
407,da_nhiệm,A,O
407,mượt,A,B-ADJ
407,hệ_hành,N,O
407,ios_tiện,V,O
407,lợi_dụng,N,O
407,hệ_hành,V,O
407,ios_tiện,N,O
407,lợi_dụng,V,O
407,hệ_hành,N,O
407,ios_tiện,V,O
407,lợi_dụng,N,O
407,hệ_hành,V,O
407,ios_tiện,N,O
407,lợi_dụng,M,B-OBJ
408,lượng,N,O
408,lưu_trữ,N,O
408,ấn_tượng,A,B-ADJ
408,hệ_hành,N,O
408,ios_tiện,V,O
408,lợi_dụng,N,O
408,hiệu_năng,N,B-OBJ
408,mượt,A,B-ADJ
408,nhanh_chóng,M,O
409,hiển_thị,N,O
409,sống,V,O
409,độngdịch,V,O
409,hàng,N,B-OBJ
409,sắcthiết_kế_trọng,N,B-OBJ
409,hiện_đại,M,B-OBJ
410,hệ,N,O
410,hành ios_tiện,V,O
410,lợi_dụng lượng,N,O
410,lưu_trữ,V,O
410,ấn_tượng,A,B-ADJ
410,chất_lượng,A,B-ADJ
410,camera,N,B-OBJ
410,ấn_tượng,A,B-ADJ
410,chất_lượng,A,B-ADJ
410,camera,N,B-OBJ
410,ấn_tượng,A,B-ADJ
411,giao_hàng,N,B-OBJ
411,nhanh_chóng,N,O
411,tín_cậy,M,O
412,chip_mẽ,N,O
412,da_nhiệm,A,O
412,mượt,A,B-ADJ
412,hệ_hành,V,O
412,ios_tiện,N,O
412,lợi_dụng,M,B-OBJ
413,đẫ,N,O
413,hãng,N,B-OBJ
413,tốt,A,O
413,rẻ,A,O
413,đẹp,A,O
413,siêu_thị,V,O
413,điện_máy,N,O
413,giá,N,B-OBJ
413,chỗ,N,B-OBJ
413,rôi,M,B-OBJ
414,chất_lượng,A,B-ADJ
414,camera_ấn,V,O
414,tượngthời lượng,N,O
414,pin,N,B-OBJ
414,dàihệ_hành,N,O
414,ios_tiện,N,B-OBJ
414,lợi_dụng,M,B-OBJ
415,giao_hàng,N,B-OBJ
415,nhanh_chóng,V,O
415,tín_cậy,N,O
415,hiển_thị,N,B-OBJ
415,sống_động,M,B-OBJ
416,thời_lượng,N,O
416,pin_dụng,V,O
416,chất_liệuthiết_kế_trọng,N,O
416,hiện_đại_lượng,V,O
416,lưu_trữ,N,O
416,ấn_tượng,A,B-ADJ
417,tuyệt_vời,M,O
418,uy_tínthời,N,O
418,lượng,N,O
418,pin,N,B-OBJ
419,hiển_thị,N,O
419,sống,V,O
419,động_dụng,V,O
419,chất_liệugiao_hàng,N,O
419,nhanh_chóng,V,O
419,tín_cậy,N,O
419,hệ_hành,V,O
419,ios_tiện,N,O
419,lợi_dụng,M,B-OBJ
420,giao_hàng,N,B-OBJ
420,nhanh_chóng,V,O
420,tín_cậy,N,O
420,chip_mẽ,N,O
420,da_nhiệm,A,O
420,mượt,A,B-ADJ
421,lượng,N,O
421,lưu_trữ,N,O
421,ấn_tượng,A,B-ADJ
421,dịch,V,O
421,hàng_dụng,N,O
421,chất_liệu,M,B-OBJ
422,chất_lượng,A,B-ADJ
422,sản_phẩm,N,B-OBJ
422,tốt,A,O
422,chất_lượng,A,B-ADJ
422,sản_phẩm,N,B-OBJ
422,tốt,A,O
422,chất_lượng,A,B-ADJ
422,sản_phẩm,N,B-OBJ
422,tốt,A,O
423,lỏng,N,O
423,lasting,V,O
423,battery,N,O
423,life,V,O
423,powerful,N,O
423,chip,N,B-OBJ
423,seamless,N,O
423,multitasking,M,B-OBJ
424,dụng,N,O
424,chất_liệuthời_lượng,V,O
424,pin,N,B-OBJ
424,chip_mẽ,V,O
424,da_nhiệm,N,O
424,mượt_chất_lượng,V,O
424,camera,N,B-OBJ
424,ấn_tượng,A,B-ADJ
425,giao_hàng,N,B-OBJ
425,nhanh_chóng,V,O
425,tín_cậy,N,O
425,hiệu_năng,N,B-OBJ
425,mượt,A,B-ADJ
425,nhanh_chóng,M,O
426,lượng,N,O
426,lưu_trữ,N,O
426,ấn_tượng,A,B-ADJ
426,thiết_kế_trọng,N,O
426,hiện_đại,M,B-OBJ
427,dịch,N,O
427,hàng_dụng,N,O
427,chất_liệuhệ_hành,V,O
427,ios_tiện,N,O
427,lợi_dụng,M,B-OBJ
428,giao,N,B-OBJ
428,nhanh,A,B-ADJ
428,máy,N,O
428,xịn,A,O
428,mịn,N,O
428,căng,V,O
428,đét,M,O
429,hiệu_năng,N,B-OBJ
429,mượt,A,B-ADJ
429,nhanh_chóng,N,O
429,chip_mẽ,V,O
429,da_nhiệm,N,O
429,mượt,A,B-ADJ
429,hệ_hành,N,O
429,ios_tiện,V,O
429,lợi_dụng_dụng,N,O
429,chất_liệu,M,B-OBJ
430,thời_lượng,N,O
430,pin,N,B-OBJ
430,thời_lượng,N,O
430,pin,N,B-OBJ
431,dụng,N,O
431,chất_liệuchất_lượng,V,O
431,camera,N,B-OBJ
431,ấn_tượng,A,B-ADJ
431,thời_lượng,N,O
431,pin,N,B-OBJ
432,giao_hàng,N,B-OBJ
432,nhanh_chóng,V,O
432,tín_cậy,N,O
432,sản_phẩm,N,B-OBJ
432,tốt,A,O
433,chất_lượng,A,B-ADJ
433,tốt,A,O
433,giao,N,B-OBJ
433,châm,V,O
434,chất_lượng,A,B-ADJ
434,camera,N,B-OBJ
434,ấn_tượng,A,B-ADJ
434,hiển_thị,N,B-OBJ
434,sống_động,M,B-OBJ
435,dịch,V,O
435,hàng,N,B-OBJ
436,tính_năng,N,B-OBJ
436,tốt,A,O
437,hàng,N,B-OBJ
437,chất_lượng,A,B-ADJ
437,tốt,A,O
438,tính_năng,N,B-OBJ
438,xịn,A,O
438,chất_lượng,A,B-ADJ
438,tốt,A,O
438,chất_lượng,A,B-ADJ
438,chất_liệutốt,M,B-OBJ
439,chip_mẽ,N,O
439,da_nhiệm,V,O
439,mượt_lượng,N,O
439,lưu_trữ,N,B-OBJ
439,ấn_tượng,A,B-ADJ
440,dụng,N,O
440,chất_liệuhiệu_năng,A,O
440,mượt,A,B-ADJ
440,nhanh_chóng,V,O
440,thời_lượng,N,O
440,pin_lượng,V,O
440,lưu_trữ,N,O
440,ấn_tượng,A,B-ADJ
441,tính_năng,N,B-OBJ
441,tốt,A,O
441,chất_lượng,A,B-ADJ
441,tốt,A,O
441,chất_liệutốt,V,O
441,hàng,N,B-OBJ
441,đẹp,A,O
441,đúng,A,O
441,mô_tả,N,O
441,đóng_gói,N,B-OBJ
441,cẩn_thận,V,O
441,giao_hàng,N,B-OBJ
441,nhanh,A,B-ADJ
442,chất_lượng,A,B-ADJ
442,hàng,N,B-OBJ
442,chuẩn,A,O
442,máy,N,O
442,bao,P,O
442,mượt_ship,V,O
442,hàng,N,B-OBJ
442,nhanh,A,B-ADJ
442,dịch,V,O
442,tốt,A,O
442,super,M,O
443,chất_lượng,A,B-ADJ
443,đẹp,A,O
444,giao,N,B-OBJ
444,đúng,A,O
444,hạn,N,O
444,máy,N,B-OBJ
444,chính_hãng,N,B-OBJ
445,giao_hàng,N,B-OBJ
445,nhanh,A,B-ADJ
445,giao_hàng_nhân,V,O
445,giao_hàng,N,B-OBJ
445,thân_thiện,V,O
445,giao_hàng,N,B-OBJ
445,chính,T,O
445,chủ_trình,N,O
445,cd,V,O
445,hàng,N,B-OBJ
445,quy_trình,N,O
445,chuẩn,A,O
445,yên_hàng,N,O
445,lazadathời_lượng,V,O
445,pin_dụng,N,O
445,chất_liệu,M,B-OBJ
446,chất_lượng,A,B-ADJ
446,chuẩn_chỉnh,M,O
447,chất_lượng,A,B-ADJ
447,camera,N,B-OBJ
447,ấn_tượng,A,B-ADJ
447,dịch,V,O
447,hàng,N,B-OBJ
447,hệ_hành,V,O
447,ios_tiện,N,O
447,lợi_dụng,V,O
447,hiển_thị,N,O
447,sống_động,M,B-OBJ
448,chất_lượng,A,B-ADJ
448,camera,N,B-OBJ
448,ấn_tượng,A,B-ADJ
448,dịch,V,O
448,hàng,N,B-OBJ
448,thời_lượng,V,O
448,pin,N,B-OBJ
448,thiết_kế_trọng,N,B-OBJ
448,hiện_đại,M,B-OBJ
449,hàng,N,B-OBJ
449,nguyên,R,O
449,sửa,V,O
449,tem,N,B-OBJ
449,lazada,N,B-ORG
449,đẹp,A,O
449,tiết_kiệm,M,O
450,iphone,N,B-OBJ
450,nguyên_tem_mới,V,O
450,chính_hãng,N,B-OBJ
450,hàng,N,B-OBJ
450,đóng_gói,N,B-OBJ
450,cẩn_thận,M,B-OBJ
451,chất_lượng,A,B-ADJ
452,hàng_chính_hãng,N,B-OBJ
452,tuyệt_vời,M,O
453,thiết_kế_trọng,N,O
453,hiện_đại_dịch,V,O
453,hàng,N,B-OBJ
453,thời_lượng,V,O
453,pin_dụng,N,O
453,chất_liệu,M,B-OBJ
454,chất_lượng,A,B-ADJ
454,tốt,A,O
455,hàng,N,B-OBJ
455,nhanh,A,B-ADJ
455,máy,N,O
455,đẹp,A,O
455,keng,V,O
455,nguyên_tem_mới,N,O
455,chip_mẽ,N,O
455,da_nhiệm,A,O
455,mượt,A,B-ADJ
456,chất_lượng,A,B-ADJ
456,tốt,A,O
457,đóng_gói,N,B-OBJ
457,kĩ_dụng,M,O
458,chất_lượng,A,B-ADJ
458,okokokokk,M,O
459,hàng,N,B-OBJ
459,nguyên_vẹn,V,O
459,đóng_gói,N,B-OBJ
459,kỹ,A,O
460,sản_phẩm,N,B-OBJ
460,tốt,A,O
460,giao_hàng,N,B-OBJ
460,nhanh_chóng,V,O
460,check,N,O
460,chính_hãng,N,B-OBJ
461,hàng,N,B-OBJ
461,giao,N,B-OBJ
461,nhanh_gia,N,O
461,tốt,A,O
461,hài_lòng,V,O
461,hàng,N,B-OBJ
461,giao,N,B-OBJ
461,nhanh,A,B-ADJ
462,chất_lượng,A,B-ADJ
462,tốt,A,O
463,giao_hàng,N,B-OBJ
463,nhanh_chóng,N,O
463,tín_cậy,V,O
463,dịch,V,O
463,hàng,N,B-OBJ
463,giao_hàng,N,B-OBJ
463,nhanh_chóng,N,O
463,tín_cậy,V,O
463,giao_hàng,N,B-OBJ
463,nhanh_chóng,V,O
463,tín_cậy,N,O
463,giao_hàng,N,B-OBJ
463,nhanh_chóng,N,O
463,tín_cậy,V,O
463,dịch,V,O
463,hàng,N,B-OBJ
463,chip_mẽ,N,O
463,da_nhiệm,A,O
463,mượt,A,B-ADJ
463,chip_mẽ,N,O
463,da_nhiệm,A,O
463,mượt,A,B-ADJ
463,hiển_thị,N,O
463,sống_động,V,O
463,chất_lượng,A,B-ADJ
463,camera,N,B-OBJ
463,ấn_tượng_dụng,V,O
463,chất_liệudụng,N,O
463,chất_liệuthiết_kế_trọng,V,O
463,hiện_đại,N,O
463,hiệu_năng,N,B-OBJ
463,mượt,A,B-ADJ
463,nhanh_chóng,N,O
463,hiệu_năng,N,B-OBJ
463,mượt,A,B-ADJ
463,nhanh_chóng,M,O
464,hiển_thị,N,O
464,sống_động,V,O
464,thiết_kế_trọng,N,O
464,hiện_đại,V,O
464,giao_hàng,N,B-OBJ
464,nhanh_chóng,V,O
464,tín_cậy lượng,N,O
464,lưu_trữ,N,B-OBJ
464,ấn_tượng,A,B-ADJ
465,tính_năng,N,B-OBJ
465,oke,M,O
466,hàng,N,B-OBJ
466,tốt_đẹp,M,O
467,hệ,N,O
467,hành ios_tiện,V,O
467,lợi_dụng,N,O
467,giao_hàng,N,B-OBJ
467,nhanh_chóng,N,O
467,tín_cậy,M,B-OBJ
468,chip_mẽ,N,O
468,da_nhiệm,V,O
468,mượt_dụng,N,O
468,chất_liệu,M,B-OBJ
469,dụng,N,O
469,chất_liệuchất_lượng,V,O
469,camera,N,B-OBJ
469,ấn_tượng,A,B-ADJ
469,giao_hàng,N,B-OBJ
469,nhanh_chóng,V,O
469,tín_cậy,N,O
469,thời_lượng,N,B-OBJ
469,pin,N,B-OBJ
470,hiển_thị,N,O
470,sống_động,V,O
470,chip_mẽ,N,O
470,da_nhiệm,A,O
470,mượt,A,B-ADJ
470,thiết_kế_trọng,N,O
470,hiện_đại,M,B-OBJ
471,hàng_chính_hãng,N,B-OBJ
472,hiệu_năng,N,B-OBJ
472,mượt,A,B-ADJ
472,nhanh_chóng,M,O
473,chất_liệugiao_hàng,N,O
473,dự_kiến,M,O
474,chất_đẳng,N,O
474,miêu_tả,V,O
474,chất,N,O
475,dụng,N,O
475,chất_liệugiao_hàng,V,O
475,nhanh_chóng,N,O
475,tín_cậy,M,B-OBJ
476,giao,N,B-OBJ
476,nhanh,A,B-ADJ
476,máy,N,O
476,đẹp,A,O
476,chất_lượng,A,B-ADJ
476,tốt,A,O
477,thời_lượng,N,O
477,pin,N,B-OBJ
477,chất_lượng,A,B-ADJ
477,camera,N,B-OBJ
477,ấn_tượng_dụng,N,O
477,chất_liệu,M,B-OBJ
478,chất_lượng,A,B-ADJ
478,ngon,A,O
479,tốt,A,O
479,ship,V,O
479,hàng,N,B-OBJ
480,dịch,V,O
480,hàng,N,B-OBJ
480,đóng_gói_hàng,N,O
480,đóng,N,B-OBJ
480,giao,N,B-OBJ
480,hỏa_tốc,M,O
481,thời_lượng,N,O
481,pin,N,B-OBJ
482,tốt,A,O
483,tuyệt_vời,M,O
484,hiệu_năng,N,B-OBJ
484,mượt,A,B-ADJ
484,nhanh_chóng,N,O
484,chip_mẽ,N,O
484,da_nhiệm,A,O
484,mượt,A,B-ADJ
485,sản_phẩm,N,B-OBJ
485,tốt,A,O
485,giao_hàng,N,B-OBJ
485,chậm,A,O
485,dự_kiến,M,O
486,đẹp,A,O
487,chất_lượng,A,B-ADJ
487,fullbox_đóng_gói,V,O
487,kĩ_lazada,N,O
487,giao,N,B-OBJ
487,nhanh_chóng,N,O
487,săn,V,O
488,chờ,V,O
488,giá,N,B-OBJ
488,chờ,V,O
488,hàng,N,B-OBJ
488,bảo_hành,N,B-OBJ
489,hàng,N,B-OBJ
489,siêu,Z,O
489,đẹp,A,O
490,giá,N,B-OBJ
490,tốt,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
491,ngon,A,O
492,đúng,A,O
492,hàng,N,B-OBJ
493,hiệu_năng,N,B-OBJ
493,mượt,A,B-ADJ
493,nhanh_chóng,N,O
493,giao_hàng,N,B-OBJ
493,nhanh_chóng,N,O
493,tín_cậy,V,O
493,chip_mẽ,N,O
493,da_nhiệm,A,O
493,mượt,A,B-ADJ
493,thiết_kế_trọng,N,O
493,hiện_đại,M,B-OBJ
494,hàng,N,B-OBJ
494,đẹp,A,O
494,đóng_gói,N,B-OBJ
494,cẩn_thận,V,O
494,giao_hàng,N,B-OBJ
494,nhanh,A,B-ADJ
495,hiển_thị,N,O
495,sống_động,V,O
495,thời_lượng,N,O
495,pin,N,B-OBJ
495,chip_mẽ,N,O
495,da_nhiệm,A,O
495,mượt,A,B-ADJ
496,trắng,A,O
496,đẹp,A,O
496,giao_hàng,N,B-OBJ
496,đóng_gói,N,B-OBJ
496,cẩn_thận,M,B-OBJ
497,chip_mẽ,N,O
497,da_nhiệm,A,O
497,mượt,A,B-ADJ
497,dịch,V,O
497,hàng,N,B-OBJ
497,hiệu_năng,N,B-OBJ
497,mượt,A,B-ADJ
497,nhanh_chóng,V,O
497,chất_lượng,A,B-ADJ
497,camera,N,B-OBJ
497,ấn_tượng,A,B-ADJ
498,thời_lượng,N,O
498,pin,N,B-OBJ
498,dịch,V,O
498,hàng,N,B-OBJ
498,chất_lượng,A,B-ADJ
498,camera,N,B-OBJ
498,ấn_tượng_dụng,N,B-OBJ
498,chất_liệu,M,B-OBJ
499,sản_phẩm,N,B-OBJ
499,tốt,A,O
500,hôm,N,O
500,giá,N,B-OBJ
500,tốt,A,O
500,hàng,N,B-OBJ
500,nguyên_hộp,V,O
500,iphone,N,B-OBJ
500,ổn,A,B-ADJ
501,nguyên,R,O
501,tem_mới,N,O
501,giao_hàng,N,B-OBJ
501,thân_thiện,N,O
501,nhiệt_tình,V,O
501,tốt,A,O
501,chất_lượng,A,B-ADJ
502,xịn,A,O
502,mịn,V,O
502,giao,N,B-OBJ
502,nhanh,A,B-ADJ
502,hàng,N,B-OBJ
502,tay,N,O
502,ổngiao_hàng,N,O
502,nhanh_chóng,V,O
502,tín_cậy,N,O
502,chip_mẽ,V,O
502,da_nhiệm,N,O
502,mượt_hiệu_năng,A,O
502,mượt,A,B-ADJ
502,nhanh_chóng,M,O
503,sản_phẩm,N,B-OBJ
503,tốt,A,O
503,giao_hàng,N,B-OBJ
503,nhanh_chất_lượng,V,O
503,tuyệt_vời,N,O
503,ủng_hộ,V,O
503,cám_ơn,N,O
503,cám_ơn,M,B-OBJ
504,chất_lượng,A,B-ADJ
504,miêu_tả,N,O
504,hàng_chính_hãng,N,B-OBJ
505,tốt,A,O
505,chất_lượng,A,B-ADJ
505,tốt,A,O
506,sản_phẩm,N,B-OBJ
506,tốt,A,O
506,giao,N,B-OBJ
506,nhanh,A,B-ADJ
507,giao_hàng,N,B-OBJ
507,nhanh_nguyên,N,O
507,hộp,V,O
